season,episode,name,rating
1,1,Episode 1,8.2
1,2,Episode 2,8.1
1,3,Episode 3,8.5
1,4,Episode 4,8.2
1,5,Episode 5,8.8
1,6,Episode 6,9.0
1,7,Episode 7,8.6
1,8,Episode 8,9.1
1,9,Episode 9,8.6
1,10,Episode 10,9.1
2,1,Episode 1,8.7
2,2,Episode 2,8.9
2,3,Episode 3,9.0
2,4,Episode 4,9.4
2,5,Episode 5,9.2
2,6,Episode 6,9.5
2,7,Episode 7,9.1
2,8,Episode 8,9.4
3,1,Episode 1,8.8
3,2,Episode 2,8.6
3,3,Episode 3,8.7
3,4,Episode 4,8.9
3,5,Episode 5,9.3
3,6,Episode 6,9.1
3,7,Episode 7,9.5
3,8,Episode 8,9.6
