season,episode,rating
1,1,7.1
1,2,7.2
1,3,7.4
1,4,7.9
1,5,7.8
1,6,8.0
1,7,8.1
1,8,7.9
1,9,8.1
1,10,8.2
1,11,8.0
1,12,8.7
1,13,7.9
2,1,7.8
2,2,7.8
2,3,8.2
2,4,8.3
2,5,8.1
2,6,8.2
2,7,8.4
2,8,8.6
2,9,8.1
2,10,8.7
2,11,8.3
2,12,8.4
2,13,8.3
2,14,8.5
2,15,8.2
2,16,8.4
2,17,8.3
2,18,8.7
2,19,8.5
2,20,8.9
3,1,8.3
3,2,8.5
3,3,8.3
3,4,8.2
3,5,8.3
3,6,8.2
3,7,8.4
3,8,8.4
3,9,8.6
3,10,9.1
3,11,8.0
3,12,8.2
3,13,7.8
3,14,7.9
3,15,8.0
3,16,8.3
3,17,8.3
3,18,8.1
3,19,8.1
3,20,8.7
3,21,8.6
3,22,8.6
