season,episode,name,rating
1,1,The End's Beginning,8.2
1,2,Four Marks,7.7
1,3,Betrayer Moon,8.6
1,4,"Of Banquets, Bastards and Burials",8.4
1,5,Bottled Appetites,8.3
1,6,Rare Species,8.1
1,7,Before a Fall,8.4
1,8,Much More,8.8
2,1,A Grain of Truth,8.5
2,2,Kaer Morhen,7.6
2,3,What Is Lost,7.8
2,4,Redanian Intelligence,7.8
2,5,Turn Your Back,8.0
2,6,Dear Friend...,8.0
2,7,Voleth Meir,8.2
2,8,Family,8.5
